Country,Year,GDP_per_capita,Population,Female_population,Male_population,Life_expectancy,GDP(inflation_adjusted),External_debt,Agriculture(percent_of_GDP),Industry(percent_of_GDP),Service(percent_of_GDP),Imports(percent_of_GDP),Exports(percent_of_GDP),Continent
Tonga,1/1/2008,4748,102910,51106,52460,69.9,211928829,90341000,19.26708474,19.12161315,61.61130211,57.27846092,13.71048033,Oceania
Tunisia,1/1/1996,6393,9053410,4481585,4571344,73.8,17546172836,11378087000,15.69321817,32.60187147,51.70491036,43.61097853,42.10937623,Africa
Tunisia,1/1/1998,6879,9265266,4586697,4677627,74.5,19419465919,10844797000,11.96617336,29.09545568,58.93837096,41.45967173,38.51978653,Africa
Tunisia,1/1/2000,7464,9456117,4681554,4770447,75,21473261837,11306504000,11.33388235,30.3631214,58.30299625,42.90907608,39.54656954,Africa
Tunisia,1/1/2002,7752,9634180,4770856,4852423,75.4,22897529290,15441531000,9.32603728,29.86702464,60.80693808,44.55734137,40.7848346,Africa
Tunisia,1/1/2004,8468,9814009,4859214,4931123,75.8,25589278230,19502862000,11.00942643,28.43901448,60.5515591,44.72726805,42.22124953,Africa
Tunisia,1/1/2006,9109,10017832,4953205,5018066,76.2,28117653870,18638056000,10.15396534,29.74264187,60.10339278,47.91251877,46.02861695,Africa
Tunisia,1/1/2008,9938,10247325,5054191,5115056,76.5,31228376126,20775919000,8.544771651,33.08882864,58.36639971,58.66620612,55.6294804,Africa
Turkey,1/1/1996,12190,59821978,30877133,31387773,69.4,234733120142,79829428000,17.39455624,31.59901274,51.00643102,27.82665675,21.54265814,Asia
Turkey,1/1/1998,13008,61742674,31949020,32446615,70.4,258349119484,96956260000,13.58250668,35.54282927,50.87466405,20.18032468,21.33764032,Asia
Turkey,1/1/2000,13025,63627862,32990035,33469543,71.5,266567531990,116745000000,11.31228838,31.47664188,57.21106975,23.09427339,20.09787216,Asia
Turkey,1/1/2002,12669,65446165,33972276,34425859,72.5,266874563574,130741000000,11.70773815,28.67263432,59.61962753,23.58277279,25.21730969,Asia
Turkey,1/1/2004,14187,67235927,34913806,35336367,73.4,307228800117,160074000000,10.91919577,28.51721497,60.56358925,26.18561846,23.55155834,Asia
Turkey,1/1/2006,16013,69063538,35848593,36239335,74.3,355999132580,206833000000,9.524254811,28.67285849,61.8028867,27.58104966,22.66990665,Asia
Turkey,1/1/2008,16454,70923730,36777724,37136536,75.1,375074194705,277277000000,8.607625058,27.68688804,63.7054869,28.34067736,23.90791797,Asia
Turkmenistan,1/1/1996,4841,4267690,2158973,2105623,62.7,2222221826,756163000,13.3311546,68.82225581,17.84658959,75.40931151,74.58133055,Asia
Turkmenistan,1/1/1998,4460,4395293,2220831,2165763,62.7,2103175181,2397437000,26.17454654,42.2093369,31.61611656,70.80663356,32.65931987,Asia
Turkmenistan,1/1/2000,5351,4501419,2279418,2222309,63.1,2904662605,2518347000,24.36762575,44.39246533,31.23990892,80.93883249,95.5016254,Asia
Turkmenistan,1/1/2002,5477,4600093,2346573,2287163,63.7,4050666386,1974906000,22.0130172,42.37796374,35.60901906,53.40619718,69.04930487,Asia
Turkmenistan,1/1/2004,5817,4696771,2418233,2355961,64.4,5559183156,1522353000,19.44073803,40.11104894,40.44821303,59.53189515,61.65228935,Asia
Turkmenistan,1/1/2006,7137,4801847,2488477,2422202,65.1,6998010941,886017000,17.44215358,36.29853583,46.25931058,34.92061031,73.09100715,Asia
Turkmenistan,1/1/2008,8877,4918396,2557473,2486145,65.9,8973871338,638182000,12,54,34,40.37563574,64.05824742,Asia
Uganda,1/1/1996,961,21473592,10854876,10762314,48.6,5040139594,3710527000,45.14211767,16.18066881,38.67721352,23.42437361,11.96111327,Africa
Uganda,1/1/1998,996,22788843,11528582,11446028,49,5557027883,3941897000,42.07154065,18.07985122,39.84860812,20.40487434,9.639047588,Africa
Uganda,1/1/2000,1042,24213120,12248918,12183925,50,6193246632,3496846000,29.38455705,22.89974273,47.71570022,22.09762404,10.65140929,Africa
Uganda,1/1/2002,1115,25794397,13037944,12997383,51.5,7083155463,3979846000,24.90403166,24.35849116,50.73747718,25.06451499,11.21327917,Africa
Uganda,1/1/2004,1184,27521632,13895429,13883480,53.3,8055045270,4744540000,22.91541417,22.06274218,55.02184365,22.7632055,12.69688075,Africa
Uganda,1/1/2006,1304,29370251,14817704,14834030,55.9,9488864309,1259814000,25.59061497,24.23972077,50.16966426,28.35787241,15.27541338,Africa
Uganda,1/1/2008,1437,31339392,15807008,15849857,57.2,11182997488,2248798000,22.73712859,27.39788777,49.86498364,31.97721213,24.27944857,Africa
Ukraine,1/1/1996,4606,50773323,27198247,23521784,66.8,31084432984,9538076000,13.82873947,38.20000277,47.97125775,48.20471207,45.6519312,Europe
Ukraine,1/1/1998,4463,49860125,26727304,23094038,67.5,29579013895,13076557000,14.23627081,36.13168062,49.63204857,44.16187969,41.88784579,Europe
Ukraine,1/1/2000,4809,48891792,26237254,22632885,67.5,31261527363,12190269000,17.08280767,36.31656292,46.60062941,57.413418,62.44487564,Europe
Ukraine,1/1/2002,5637,48032368,25809869,22218689,67.4,35912742450,21714410000,14.6217084,34.53383302,50.84445858,50.70678889,55.08702006,Europe
Ukraine,1/1/2004,7022,47275250,25435666,21849345,67.3,44042453610,30185539000,11.92764003,35.87715543,52.19520454,53.69777435,61.21125544,Europe
Ukraine,1/1/2006,7848,46591797,25090932,21512307,67.3,48533506647,49886685000,8.680658816,36.12100657,55.19833461,49.47138029,46.62420312,Europe
Ukraine,1/1/2008,8762,45991584,24778594,21213778,68.2,53572110088,92479291000,7.904622314,33.61624216,58.47913552,54.9111023,46.92328301,Europe
Uruguay,1/1/1996,12068,3246484,1674629,1573052,73.6,20918492779,5881872000,8.016058205,28.54549569,63.43844611,19.85845666,19.6699798,South America
Uruguay,1/1/1998,13508,3290261,1697767,1594028,74.1,23732622830,7566522000,7.974664468,26.24466249,65.78067304,19.22010482,16.41991056,South America
Uruguay,1/1/2000,12876,3319066,1713733,1607247,74.6,22823255806,8408305000,6.962935961,24.50745678,68.52960726,20.0156392,16.69809893,South America
Uruguay,1/1/2002,11401,3325379,1718926,1608724,75,20249041605,10137620000,8.685455695,24.32825741,66.98628689,19.40739483,20.62167249,South America
Uruguay,1/1/2004,12081,3321367,1719006,1604980,75.2,21433558291,11719137000,12.87584105,25.61218622,61.51197273,29.36439248,32.1122956,South America
Uruguay,1/1/2006,13489,3327451,1723442,1607019,75.5,23976536117,10106953000,10.73120614,26.38849093,62.88030293,31.67407011,30.2975044,South America
Uruguay,1/1/2008,15317,3345967,1733290,1616053,76,27378107386,11048666000,10.87770254,25.82747822,63.29481923,35.00507104,30.20302397,South America
Uzbekistan,1/1/1996,2208,23347452,11753322,11583497,66.4,11583733120,2377300000,26.13553228,30.4809264,43.38354131,34.17525128,27.68728087,Asia
Uzbekistan,1/1/1998,2340,24127427,12122232,11969002,66.8,12710088994,3362946000,31.30841121,26.1682243,42.52336449,22.79676138,22.49654064,Asia
Uzbekistan,1/1/2000,2471,24775610,12459364,12316246,67.4,13760374488,4632683000,34.35904837,23.12607997,42.51487166,21.52485023,24.58799361,Asia
Uzbekistan,1/1/2002,2612,25275028,12779042,12638270,67.8,14911842625,4798309000,34.25172744,22.0450603,43.70321227,29.34573042,30.81146863,Asia
Uzbekistan,1/1/2004,2865,25708188,13084320,12940023,68.1,16734576796,4822762000,30.77324627,25.95742258,43.26933116,32.65164016,40.2077351,Asia
Uzbekistan,1/1/2006,3211,26213729,13380351,13230706,68.3,19213134965,4031572000,26.13889292,27.40231235,46.45879472,31.4927643,37.14425785,Asia
Uzbekistan,1/1/2008,3733,26811974,13673672,13517615,68.7,22931837238,3995316000,21.36344445,30.76149154,47.875064,40.78537761,43.5239727,Asia
Vanuatu,1/1/1996,2615,171783,85602,90313,62.9,233901905,47880000,17.60067175,10.59107006,71.80825819,53.11963784,45.96035194,Oceania
Vanuatu,1/1/1998,2761,177946,88859,93499,63,255949609,64166000,26.09722554,8.173881846,65.72889261,52.4485769,42.28952404,Oceania
Vanuatu,1/1/2000,2823,185074,92576,97147,63,272014693,74476000,22.96413023,11.22299084,65.81287893,47.97681686,39.17897492,Oceania
Vanuatu,1/1/2002,2467,194555,97425,102003,63,250979652,90469000,24.00219599,8.987098545,67.01070546,53.4010431,39.59648641,Oceania
Vanuatu,1/1/2004,2542,205561,103024,107653,63.1,272033735,120669000,23.33759591,7.628369073,69.03403502,49.05813496,44.07830022,Oceania
Vanuatu,1/1/2006,2761,216760,108756,113444,63.3,307381998,83112000,20.55877919,8.131827286,71.30939352,48.45230966,41.88159498,Oceania
Vanuatu,1/1/2008,2944,228041,114557,119309,63.6,347592314,138084000,20.11541084,9.12809938,70.75648978,56.40023115,44.38548218,Oceania
Venezuela,1/1/1996,15044,22499248,11192889,11364055,73.6,112628137002,34763259000,4.490747206,49.14883799,46.3604148,21.32724649,36.51414877,South America
Venezuela,1/1/1998,15416,23424338,11658243,11824579,74.3,120155887146,37762410000,5.42015946,44.42400092,50.15583962,22.67890645,20.92048648,South America
Venezuela,1/1/2000,14461,24348304,12123832,12283854,74.3,117147614566,42338253000,4.210018277,49.67352354,46.11645818,18.11300189,29.74421966,South America
Venezuela,1/1/2002,13129,25273336,12590645,12743101,74.3,110397577420,36695044000,4.103337017,49.76313137,46.13353162,18.1421401,30.43357055,South America
Venezuela,1/1/2004,13820,26199994,13058980,13202475,74.6,120458247112,38769173000,4.037468186,55.49319173,40.46934008,19.16910204,36.19835357,South America
Venezuela,1/1/2006,16178,27128721,13529029,13662061,74.8,146005830495,43730833000,3.977649831,56.48375514,39.53859502,22.14696995,36.51862161,South America
Vietnam,1/1/1996,2197,75117209,38015927,36160745,71.1,24357110075,26255068000,27.75882539,29.73025745,42.51091716,51.83725984,40.86848779,Asia
Vietnam,1/1/1998,2437,77020331,39089722,37371395,71.9,27861236672,22457989000,25.77939511,32.49126673,41.72795195,52.15294524,44.84830347,Asia
Vietnam,1/1/2000,2650,78758010,40131276,38531991,72.6,31172517272,12825189000,24.5345833,36.73077484,38.73464566,57.49559948,55.03253818,Asia
Vietnam,1/1/2002,2920,80500625,41186617,39675950,73.5,35681076633,13343914000,23.03331126,38.49314438,38.49034438,61.96814328,56.80005546,Asia
Vietnam,1/1/2004,3278,82262996,42227641,40796565,74.3,41283942096,18049050000,21.80769935,40.20874953,37.98355112,73.28545645,65.73625031,Asia
Vietnam,1/1/2006,3687,84075580,43205361,41895514,75,48453031029,20126037000,20.40489969,41.53865577,38.05644454,78.16622976,73.60505242,Asia
Vietnam,1/1/2008,4085,85951912,44122745,42973171,75.4,55866678639,26158259000,22.21397702,39.83790314,37.94811985,93.12933406,77.92245047,Asia
Zambia,1/1/1996,2180,9161931,4712158,4660248,46.8,3016243929,7060060000,17.57157184,34.75261834,47.67580794,38.87560649,31.32581343,Africa
Zambia,1/1/1998,2136,9682058,4991129,4934041,46.1,3057831837,6870439000,21.13794722,29.20905259,49.65299774,34.56925174,26.90323264,Africa
Zambia,1/1/2000,2202,10201562,5263436,5203842,45.7,3237716325,5722490000,22.31071555,25.28551093,52.40377352,41.49172421,26.475994,Africa
Zambia,1/1/2002,2304,10693471,5514765,5457480,46,3508444451,6582319000,22.06893744,25.99219861,51.93886396,41.76353119,28.50440817,Africa
Zambia,1/1/2004,2507,11192422,5761789,5710489,47.1,3885776053,7449862000,23.02555132,27.84593945,49.12850922,42.63256612,37.77755473,Africa
Zambia,1/1/2006,2752,11750105,6031539,5987942,48.8,4348147615,2277157000,22.43983222,35.2650594,42.29510838,30.09611478,38.49089428,Africa
Zambia,1/1/2008,3039,12379612,6327414,6292805,52,4879795903,2986395000,18.94753914,41.3945892,39.65787166,33.53243802,35.37457959,Africa
Zimbabwe,1/1/1996,2619,11891290,6039648,5871861,56.2,6586303610,4984770000,21.77110661,25.89035692,52.33853916,35.9395478,36.13007319,Africa
Zimbabwe,1/1/1998,2680,12261742,6231754,6015872,53.5,6957978372,4598543000,21.78853027,23.9982975,54.21317223,45.12095668,43.39308597,Africa
Zimbabwe,1/1/2000,2521,12509477,6360600,6094762,50.8,6689957610,3827382000,18.26159706,24.67263831,57.06576463,35.90765652,38.15975451,Africa
Zimbabwe,1/1/2002,2304,12607791,6416227,6101435,48.9,6182695057,3886901000,14.02900718,20.8515893,65.11940352,34.97255295,31.8347991,Africa
Zimbabwe,1/1/2004,1794,12597877,6425286,6067011,47.8,4833901971,4787550000,19.57504765,26.42265528,54.00229707,41.56980928,34.46979954,Africa
Zimbabwe,1/1/2006,1629,12529655,6425395,6033957,47.8,4400064590,4650875000,20.28182008,32.32707984,47.39110008,46.86448091,35.95616921,Africa
